Customer,Title,Comment,Rating,Date
"THATCHMAN1","This device is amazing","We live in the future. The end... Actually no. I have updated the review at the bottom.This device is amazing, and is exactly what I was looking for! I've been on a hunt for this for years and it didn't yet exist. I had a Sony pico projector in the past but the software was so limiting, connections were limited, this one supports just about any kind of connection you'd like to make.Both on the same wifi network? Got it.Stand Alone connection to wifi, with no PC or secondary device to provide the content? Yes!Screen mirroring for iOS? Yes! And Mac!Screen mirroring for Android and Miracast? Yes!I as able to set the device up and start using it within just a couple minutes of unboxing. Everything is intuitive. My intent for this device is as an ultra portable projector for work, and it will do that perfectly. I was shocked at how far away I could be from the wall and how large the screen could be and everything was still okay. In the dark you can project to almost an entire wall at a quality that most family movie night goers would be pleased with.The stand alone app for your smart phone helps immensely for setting up applications and entering logins & passwords.The built in speaker is surprisingly clear and loud. This thing is literally the size of a can of soda pop. Unreal.The fan is very quiet and doesn't seem to surge up/down as some projectors can, at least so far during my use.I can only imagine that things can get  better from here-- more apps in the app store (It has a built in app store specifically for it's use! Netflix, Amazon video worked well for me. I couldn't get Hulu to work... yet)The menus are very easy to navigate, it has a file explorer which means theoretically if you have regular videos or content that you wanted to play without an internet connection you could do so. I could imagine great uses for mobile road warriors, sales teams, etc.I have spent so many months trying to find a device like this and it just didn't exist.  There were a couple attempts from other companies but the reviews just didn't cut it. The Sony I had was expensive and far more limited than this.We live in the future, and I'm very happy that we do. I love this device! I'll continue to try it with additional computer mirroring and use the physical HDMI connection and update the review if there are any surprises.[UPDATE]While I can't take back the excitement and love above, I realized that the consumer strength being what it is on the entertainment side, I had a couple gaps on the business side that made the value proposition difficult for me over time. I ended up returning the unit.I couldn't' figure out a way to cast from Chromebook, which is an important thing for the future where I work. Second, I had some resolution challenges for Windows 10 screen mirroring even from older laptops. It would make everything so ""big"" that I couldn't display enough on the projection to be as productive as I hoped to be.My original desire with this device was to do wireless projections from computers for town halls, impromptu sit down meetings, all work related. While it does a lot of great stuff, I needed those two things to be top of the list and the long term performance on those didn't quite make it for me.I'll be keeping my eyes open for the next iteration of this device, as it's well made and does a ton of great stuff. Just not quite well enough on the business use cases.",4,2018-01-23 00:00:00.000
"Jason Perez","Amazing but not as epic after some time","The brightness sucks",4,2019-07-27 00:00:00.000
"Paul J. Caron","Ok, not great!","Speaker is not amped enough, but it is as advertised.",4,2019-08-24 00:00:00.000
"The Wellapons","Great all-in-one solution","Great portable projector",4,2020-01-24 00:00:00.000
"Matthew","Really good","Use it all the time",4,
"fahad","Fahad","👍🏻🖐🏻🌹",4,2020-01-24 00:00:00.000
"Michael","Four Stars","easy setup, projects clear picture with great sound",4,2018-05-14 00:00:00.000
"Choiwoobin","When I watch movies I sometimes see nothing in dark scenes How can I fix it?","When I watch movies I sometimes see nothing in dark scenes How can I fix it?",4,2018-12-09 00:00:00.000
"Oliver","Very good  (not perfect)","This thing is awesome. Great picture.I have a few complaints:I'd prefer it if the picture were just a little brighterUpdate: they have a beta version with Google Play support now. It works well. The only downside is that you can't add shortcuts for Google and Google play store apps to the home screens. So a ceasing those is a bit of a pain.The delighters:the form factor is greatthe battery last really long for a device this size. two movies, easythe picture is sharpthe control app for your smart phone is greatthe customer service is super responsive (they changed the controller app, and made it worse. I sent them an email, and they undid the bad change within a week. I lost my charger, they are sending a replacement, they added me to the Google play beta without fuss)I installed the projector on my ceiling and am projecting on a screen on the wall. It's a nice setup. The sound is remarkably adequate with this setup. And the best thing is the size of the projector. We don't own a TV, and this thing is great for the occasional movie.I came to this projector after a somewhat long journey that led me from multiple cheaply made projectors to this quality projector by Anker (an actual reputable brand).There are a bunch of cheap projectors on amazon that all follow a similar pattern: The same device is being sold with different brand names. There are no websites for the brands, or if there are, then the websites seem to have been translated into English with Google Translate. The reviews on amazon seem to be planted by the company, and again, Google Translate seems to have been used. Stay away from those products. You'll be playing the return game. I must have sent 7 projectors back to Amazon, wanting to believe that one of them was good. Ultimately a reputable brand, like Anker, was the win. It is much more expensive ($350 vs. sub $100 to $268), but it is worth it. Because the product is great, support is great, and updates are released regularly. Just research your product through google before you buy it. You'll see.",4,2018-02-18 00:00:00.000
"phil","If you plan on watching iTunes content, as I ...","If you plan on watching iTunes content, as I was, do not buy the capsule. It will not play any iTunes content. Something that is far from clear in the description. Returning the device...Update. While I was very dissapointed that the capsule does not support iTunes I was impressed with the device itself and the follow up from Anker was outstanding.",4,2018-02-20 00:00:00.000
"Silvia","Need better quality of speaker","Is great but the speaker can be better",4,2018-09-20 00:00:00.000
"saleh alhujilan","H","Thanks",4,
"Samuel Morris","Smart perjector","So dope",4,2018-08-24 00:00:00.000
"parksaemin","Good","Good",4,2018-08-21 00:00:00.000
"Fahed albuainin","Im happy to take nebula capsule it’s nice projector But im ...","Im happy to take nebula capsule it’s nice projectorBut im very sad because when see the anker web site There if you buy the nebula capsule you get Nebula Capsule Official Travel Case free!!!!!",4,2018-04-17 00:00:00.000
"Anonymous","great little device for the price","great little device for the price. My only cons:Wish the sensor for the remote was in the frontWish there was an easier way to get precision focusOverall I'd love it to be a higher resolution.",4,2018-03-19 00:00:00.000
"Lollipop1107","Good stuff. Though it'd be even better if chromecast ...","Good stuff.Though it'd be even better if chromecast is supported.",4,2018-02-22 00:00:00.000
"Christopher Diaz","480 is killing me when I have an Spro2 that is decidedly better image quality and much brighter","I’m debating ... do I keep it or do I return it ... 480 is killing me when I have an Spro2 that is decidedly better image quality and much brighter ... but having an all in one projector with a great speaker is a big advantage ... for the spro2 i have to attach a separate speaker to hear it well ... the picture quality is good, just not so bright ... seems the Mars is better but bigger and android 4.4 which doesn’t help in portability and compatibility ... I love being able to go on work trips and watch movies on the wall ... and when I’m home the projector sits in my kids room to watch ... Amazon prime works on it which syncs all my iTunes movies via movies anywhere ... so the decision still sits ...",4,2018-02-03 00:00:00.000
"Sl","Overall a great product. Love it","Overall a great product. Love it. One feature I haven't been able to use is playing video off of a USB through the OTG cable. The device sees the USB memory but says it's empty.Any tips would be appreciated.",4,2018-01-18 00:00:00.000
"JCS","So far I’m experiencing a few small problems, however ...","So far I’m experiencing a few small problems, however, the company is young and the product is new so I’ll be patient.",4,2018-01-13 00:00:00.000
"team W","Pleasantly Surprised - Typical Anker Quality","I am one of those people that is fussy about video quality.  So I picked this up on a lightening deal, not sure if I would ultimately even want to keep it.  I took a gamble, in large part because I've had good luck with Anker products in the past.This gadget does not disappoint.  The picture quality of this little thing is considerably better than I expected it to be.  In a fully dark room, the contrast is better than I expected it to be, and so is the color saturation.  It is also considerably sharper than I thought it would be given the resolution isn't even 720p.  But apparently the resolution calculus with a projector is a bit different, given that you are likely going to be sitting much farther away from the screen.Here is my experience: I set it up in a dark room, and just pointed it at a blank wall 6 feet away, no special projector screen.  That yielded a picture about 80"" measured diagonally.  If you sit behind the projector at about 10 feet away from the wall, that 80"" picture looks far better than it has any right to be.  It is an image you can comfortably watch all evening, without once thinking ""geez, I really should have bought a 'real' projector.""  That is frankly an amazing accomplishment for something as small as this.So what about if you want that big picture but want to sit closer?  The short answer is you probably need to spend a whole lot more money and get something that isn't portable.At about 6 feet from the wall, you start to see that DLP screen door effect with an 80"" image.  It is not horrible, but to my eyes, you don't want to be closer than about 8 feet away from the 80"" image.  I think it is no accident that the remote control receiver is on the back of the unit, as you will probably want to sit behind this projector if you are using it for movie nights or that kind of thing with a very large image.  I would definitely move the unit closer and make the image smaller than 80"" if I had to sit closer than about 8 feet away.  So how happy you are with the image is going to depend a lot on your specific viewing situation.  Big room + Big image = Cool.  Small room + Big Image = Meh.I also tried the ""Netflix on the ceiling"" thing in bed.  In a dark room the brightness is good, and the resulting image is perfectly watchable and nicely sized.  You will get a slight screen door effect because you are a lot closer to the image.  I didn't find it terribly bad or distracting.  What I did notice is that you really have to use your phone to control the device in this mode, because the remote sensor is going to be covered up.  If you don't have the phone handy, you will have to set up whatever you are watching by holding the device up closer to the ceiling so you can get at the remote sensor, then lay it back on the pillow once the program is running.  Not a huge deal, but you are definitely not channel surfing in this mode without your phone.As for commercial use: if the room isn't completely dark, you can still get a watchable image, but you will probably need to shrink it down by moving the projector closer.  This is not a projector you want to use in a big, well-lit conference room where you also need a large image.  But in a smaller, more dimly lit room, it has enough zip to likely get by.  I will say I think it looks better watching movies than displaying static text.  You kind of notice the resolution limitations a little more when reading things off the screen vs. watching video.  Unless you really need portability over everything else, there are probably better, brighter choices out there for commercial use or in places where you can't get the room dark.Sound quality is a good notch better than I expected it to be given the size.  It can get pretty loud, loud enough to fill the room.  Yes, there isn't much bass, but that is to be expected.  Again, if you are just casually watching a movie or some YouTube video, it is fine.  And you can output to an external bluetooth speaker or headphones if you want better sound quality or need to watch silently.The device seems nicely built, with typical Anker-level attention to quality.  There is nothing cheap or chintzy about how this operates or is put together.  It feels and operates like a premium product.  The interface and software seem to work well. The iPhone app that turns your iPhone into a remote control for it seems to work well, and the included remote has a ""mouse"" mode that allows you to work with apps that require it if you don't have your phone connected to it.I did the screen mirroring thing with my iPhone and that worked generally pretty well too.  You CAN watch non-copy protected video stored on your iPhone by wirelessly mirroring your screen to the Capsule.  The connection seems pretty stable and it generally worked fine.  It does send audio out to the speaker on the Capsule as well, and the sound is properly in sync with the video.  However, there is noticeable screen lag when mirroring wirelessly from the phone, so don't expect to do anything like gaming or whatever using the mirrored phone image.I also plugged a USB thumb drive into it using the included adapter.  That also generally worked fine, assuming you have video encoded in a modern, recent format.  It choked on some older DIVX and AVI files, but smoothly played even higher resolution, modern files using VLC.  So if you are planning to play a lot of files off a thumb drive, you will want to confirm the format you are using is one it can handle.Of particular interest for a device like this, the device has a few gigs of included storage, allowing you to download from Amazon Prime or Netflix (Netflix has download available only on some titles), and then store the files on the device for later viewing off line.  So you can put a few things on the device itself without having to rely on the external USB connection.  You aren't going to put a whole library of stuff on the device, but there is room for a few movies.  That is going to be a very handy feature for traveling, given the sketchy WiFi in most hotelsYes there is a fan, and yes you can hear it if you sit close to the projector.  I didn't find it overly loud and intrusive, and it didn't bother me.  I also like the fact that you can attach a tripod to the bottom, that will likely come in handy.What don't I like?The lack of a physical headphone jack.  Bluetooth audio streaming is all you get here.  That is annoying on a phone, but really kind of inexcusable on a device that is so much larger.  When your bluetooth headphones die, if you aren't somewhere where you can play the audio through the speakers, movie time is over.  You WILL be annoyed by this at some point, it is practically guaranteed.No hard case included.  This product is expensive, and it comes in a very fancy cardboard box with a magnetic closure and LOTS of foam to protect the device in transit.  Take the money spent on the fancy box everyone is just going to throw away, and give me a hard-sided, padded case to help protect this while traveling.  There is no protective cover for the lens, and the little fabric case it comes with is inadequate.  This is not a $50 battery bank, it really should come with a proper travel case.You cannot charge the device or keep it plugged in while streaming off of a USB drive, there is only one USB port.Overall:  This is a pretty good casual entertainment/traveling device.  It is not going to replace a $2,000 projector that is about as portable as a cinder block, but it isn't trying to.  Instead, it is a small, convenient projector you can take almost anywhere, and will give you surprisingly good performance for its size.  It could even get by in less demanding commercial applications.  Unlike a lot of these projectors on Amazon that are sold by some random company you've never heard of, Anker has a built a reputation for putting out quality stuff, and this projector is no exception.",4,2018-07-20 00:00:00.000
"Amazon Customer","Portable Projector/Speaker the size of a soda can with Built in Apps.","I've been using the Nebula Capsule for about a week and so far, I'm pretty happy with it.  I'll get the things I don't like about it out of the way:1. Could be brighter (but hey, it's the size of a soda can and you get 4 hours of playtime).2. It's only 480p. (wish it was 720p or higher but again it's the size of a can and the battery life is pretty good). 480p is ""DVD quality""3. Apps - App store is decent (Netflix, YouTube, Amazon Video, etc.)  but would be even better if it had access to the Google Play store (more on that later).4. Unable to log into my YouTube account (more on that later)5. Focus is a mixed bag. If you adjust the focus to have a sharp picture for things that are in the center of the screen, stuff that's near the edges will be a bit blurry. You'll need to spend some time tweaking the focus and settle for a happy medium.Now for what I like/love1. The size and build quality. Nice metal construction and again it's the size of a soda can.2. Speaker. While it's not super loud, it gets the job done. It has 360 sound and does fill a room. It's nice that if you want, you can pair it with a bluetooth speaker or even bluetooth headphones.3. It can be used as a stand alone bluetooth speaker.4. HDMI port - This device will take just about anything that uses HDMI. I tried it with my cable box, Nintendo Switch and even a Firestick. Everything worked great.5. Anker Support!!! I reached out to Anker because I wanted to know if there's a way to be able to sign into my YouTube account (which would allow me to watch my purchased movies).  Not only did they help with this but they walked me through downloading an updated version of Android which not only allowed me to sign into YouTube but also allowed me to have access to the Google Play store, Google Movies, Chrome, etc.  This made the device even better. I now have access to all my owned digital movies and tons of apps.6. Internal Storage - You have about 8 gigs of internal storage so you can save a few movies directly to the device and watch them if you don't have wi-fi access.Do I wish it was brighter and had a sharper picture? Sure but if you accept it for what it is and appreciate what it can do based on it's size and portability, it's pretty awesome.I've tested it inside and outside. I've gotten it to display up to 100+ inches. Watched videos on the ceiling, on the garage, out on the deck, etc.  This may not be for everyone but it's nice to have such a small device that allows you to have portable entertainment whenever and wherever you want.I've included 3 photo's - One to show the size, one indoor (watching The Dark Knight via Amazon Instant Video) and one playing Fortnite outside on the deck (100 inches) on a white sheet.",4,2018-08-26 00:00:00.000
"Voodoo Daddy-O","Surprisingly great little projector!","Surprisingly good for such a small projector. I like having apps like Amazon Prime Video built into the device, and I like the 4-hour battery and built-in speaker. It’s so convenient. It’s a lot better than having to connect a laptop or Blu-ray player and a speaker to a projector. Only complaints: The image is a little dim (which is to be expected from a projector that really is about the size of a soda can), and the built-in App Store is a bit limited. It isn’t powerful enough for a home theater setup, but it’s perfect for movies in the backyard or watching a big game.",4,2019-08-20 00:00:00.000
"Pavel Bulanov","Portable high-quality bright and loud projector with good battery, fast Android (no GMS yet). Picture quality is mediocre though","The projector is indeed compact (although not tiny), well-made, with fast interface, relatively bright, good sounding (for its size and price), having good battery life, and overall appealing. Its main weakness for me, even thought more or less expected, is actual picture quality - which is rather mediocre. I was expecting this from a small projector, but it's too far from desired to be a serious thing. I consider this as a ""toy"" therefore (compact and fancy), but it can't be ever traded for ""real"" powerful projector in viewing experience.In a nutshell, the projector met my expectations after reading several reviews and forums beforehand. I still wish it had better resolution and more contrast. But if you read available information, you will have pretty much accurate impression with no surprises.Advantages:- Device quality is very good to my mind, it's well built, nice-looking, made of pleasant materials, even packaging is high-quality. It's compact, not feather-light but still easy to handle. Using standard micro USB charger is a convenience. I wish it was USB Type C though, it's already 2018.- Outlook is quite pretty. Somewhat asymmetric placement of lens hollow is weird, though.- Image brightness is rather above expectation. It's quite visible even in partly lit room on a cloudy day (not in bright conditions, obviously), and normally visible in gloomy conditions, not only in complete darkness. I could get bright-enough picture of about 100"" in dark room. No complaints for its size.- Battery life is sufficient for my ""normal"" needs, e.g. I could easily watch 2 hours movie with sound and battery not dying still. I could also plug it into power bank while keep it playing, which is extremely convenient. One note - you can't easily find battery level rather then going to home screen. I wish device had some level of indication on itself, e.g. several LED marks (grade) in contrast to just semi-useless ""nebula"" word lightning on top.- Having remote control is a plus. It's very light and small. I wish it had at least play / pause dedicated button and surprised it's not there. It's also working very directly, I have to aim it at the back side of Capsule, otherwise it won't work.- Capsule Control mobile application helps a lot with text input, but I wouldn't call it convenient in navigation. You have to look at projected image while dragging finger over the phone. I wish it rather used phone gyroscope and LG Magic Remotes like pointer navigation with movement, rather than blind interaction.- Sound quality is more then needed from this portable small device. It's very loud by itself (e.g. when playing YouTube by built-in app). Same time, projecting via Miracast (both from phone or laptop) reduces sound volume very significantly (like 5 times lower, I first thought it's not working).- Android is very fast, zero lags. Custom interface is straightforward and clean. Don't know exactly what benefits Android 7.1.2 brings here, as interface is completely custom and there is no Google Play; still nice it's not outdated 4.4 Kitkat.- Screen mirroring - works as expected, didn't notice any problems for casting videos (didn't check for lags specifically). Tried from Android phone and Windows 10 laptop, all worked fine. Minor usability aspect - Screen Mirroring menu item, which is required to initiate casting, is for some reason ""hidden"" under Settings -> General and not on the main screen. Also, dedicated remote button for like Source selection would be beneficial.- Having standard full-size HDMI port is a plus. Luckily, you don't have to select HDMI input menu item for it to work (although it's present), it starts automatically. Sound volume is also much lower in this case, comparing to using built-in applications.Major points / wishes:- Picture quality - I wish resolution was higher, as 854x480 is too small, even for watching videos. Picture is not crisp, and not contrast enough for pleasant experience. It reminds me of old days with CRT TVs (in terms of quality and not size, obviously). Contrast is especially insufficient for dark-themed movies, e.g. Peaky Blinders style. Again, this is absolutely known and not a surprise at all, but beware.- Fan sound is higher then anticipated, considering the unit is not too powerful. Fan is very well audible, subjectively similar to fans of a powerful laptop under heavy load. Not an expert here, I was expecting it to be calmer considering claimed power consumption under 10W for everything: speaker, CPU and projector itself, and 15W LED E27 bulbs not require any active cooling (this is a very amateur view, obviously).- I would expect it to have some sort of lens cover, especially because it's portable. Device is overall metal, but unprotected lens glass requires very careful handling.- Still expecting Google Services to be available, as having limited app store and inability to login is a significant inconvenience. It doesn't even store YouTube history so I always need to start searching from scratch (am I doing something wrong?)- I wish focus setup would be automatic, as tuning it manually with tiny sensitive knob is not convenient (and remember, this thing is portable and therefore not sits in one place). Or being a laser projector, they say no focus tuning is needed then.- (minor point) it always loses Wi-Fi network after leaving stand-by mode, so I lose my video viewing position.",4,2018-03-11 00:00:00.000
"Sir Bob Davis","Terrible product with many fake reviews (updated)","My first question: Are you kidding me?  We received the package at 6:30 pm.  Opened it up right away.  Unable to connect to our phones.  Huawei and Pixel 3 (latest model).  For the record, we aren't technology dumb dumbs.  We spent 1+ hours messing with this thing and absolutely no way to connect Bluetooth and airplay (cast).  In less than 2 hours, the projector is going back in the box for return.  What a waste of time!Update (Dec 19th, 2018):  Our review was a bit harsh because we were extremely frustrated.  However, Anker contacted us and we worked things out.  So, I changed the 1 star to 4.  Great customer service. Will for sure do business again.",4,2018-12-13 00:00:00.000
"Andrew","Great Customer Service and Follow through","I must say that I was skeptical at first when I order it on Indiegogo. It seemed unlikely that something so small could give such a big impact in the projector world with the sound quality it gives. I had some issues with the physical remote and the app. So I reached out to Anker and they help me resolve the issues I was having. First by replacing my remote without question and then by helping figure out how best to configure the app, so it works properly with the device. I felt that Angela in particular came through, followed up and stayed on top of the situation until it was resolved. Thank you Angela!!! Great customer support and experience.",4,2018-09-20 00:00:00.000
"Donald P.","Almost perfect","I purchased this product July of last year for $350 and I love it!  I have used this product as a backyard projector along with a screen which I purchased from Elite (which is amazing btw). The Nebula is terrific for what it is.  Size, portability, and quality are great.  I have one issue that made me not give it 5 stars.  The remote does not work unless you are sitting directly behind the projector.  An inconvenient design flaw when you position the Nebula behind you or beside you.  You have to get up, stand behind it and point for it to work. This is annoying if you need to adjust the volume or pause or simply surf for content.  Although you can circumvent this with the app on your phone, you then have the light from the phone to deal with.  This could have been improved. Overall it is a fun projector and does what it promises.  I really like the unit.  Take advantage of the $249 Cyber Monday price.  You won't be disappointed.",4,2018-11-26 00:00:00.000
"Mark H.","I had to write this review after the incredible support I recieved.","I purchased the Nebula Capsule to use mainly when I go camping. It works surprisingly well and was easy to set up. I had been using it about 6 weeks when I had an issue with it. The network antennae was not allowing it to connect to the wifi signal. I was worried until I called Nebula and spoke with Adam K. a Customer Support Engineer. This had to be the best experience dealing with an issue that I have ever had. They emailed me a return label next day postage paid and I had a new unit in hand within 5 days. This is how a company takes care of their valued customers. The Capsule is a really cool unit. The size and portability sets it apart from it's competition. Battery life is as stated. Thanks Nebula for renewing my faith that there are still companies that take care of their customers.Mark Haizlip",4,2018-10-01 00:00:00.000
"Nathaniel Hendrie","Cool device, software is limiting, but their support really cares","I bought the capsule for travel & outdoor movies, and thus far it has been great.  It is portable, has really good battery life and the picture and sound are great for what I need.  The reason I took a star off is because the software on the device is limiting, in terms of apps that can be added to the device, content that can be AirPlayed to the device and the Netflix library in the app on the device.  Capsule support was great in helping out with some of these, they really went above and beyond and followed up with me on their own (unheard of!), but I worry that it shouldn't take an exchange with support to get the device really cooking.If they took the 2 part setup process now and got it to be the out of the box experience, this would be a 5 star product.  I really hope they do.",4,2018-08-22 00:00:00.000
"seTan","A not too bad buy.","Sufficient brightness to view indoor during the day. Given that it is more expensive than many of the peers, a Higher contrast ratio will be nice. Having a tilt for the projector will be my request as very often I have to put the projector on the floor. Regular tripod doesn’t work since it is quite heavy. Connecting to hotel wifi is a challenge since the browser page doesn’t load. Now just hope it is durable and doesn’t breakdown after a few movies or so.",4,2020-02-20 00:00:00.000
"Emil P. Croce","remote control location","You can ONLY control the nebula from behind it,  with the controller and limited apps. That a biggie for me and that why it doesn't get perfect rating. . It's is such a spectacular product in every other way why not those features.",4,2020-07-15 00:00:00.000
"Katherine Barton","Good hardware, software could use some work","Pros:hardware is well designedcapsule control app works well for interfacingpreinstalled apps (netflix, amazon video etc) work wellCons:1. limited pre-installed app store. They are working on this. To get stuff like HBO you'll have to email Nebula Support <support@seenebula.com> and tell them your firmware number and ask for a beta for the google play store. The customer service responded within 1 day and I am now able to download additional apps.2. The fan is a little on the loud side",4,2018-09-20 00:00:00.000
"Prostef","Sound’s good and responsive customer service","So far I streamed via a Roku stick that I powered via a portable battery. The picture quality and sound were good and all I need. The battery recharges quickly and lasts much longer than with other portable projectors. I love that the speakers are integrated into the unit. I found the inbuilt software lacking but must admit that  I did not spend much time on tweaking it for my needs. I was impressed with the responsiveness of the customer service.",4,2018-05-13 00:00:00.000
"R D","Great Compact projector","Use this projector for training presentations at many different sites. Compact, easy to travel with. Suggest adding a quality bluetooth speaker for videos when used in bigger rooms. Nebula speaker doesn't get very loud. My remote for the projector went bad after a couple months but customer service was great and had my remote replaced within a few days.",4,2019-03-12 00:00:00.000
"Sean","Great product but tough to use in a bright room. Would not recommend for office.","This is an awesome product. Super easy to use. Would love it to have a longer battery life. Would also like the picture to be brighter. But awesome to use in a dark room. Or on a dark night outside!!!",4,2018-09-13 00:00:00.000
"Alondra Cruz","Good quality","Really great quality, definitely worth the price. The only thing I do not like is the controller on the app. Other than that it was a great purchase.",4,2020-11-06 00:00:00.000
"Nathaniel D.","Almost perfect","Great projector! only thing that I don't necessarily like is that the image is pretty dark and blurry if the image is more than 70in. Just something to keep in mind if you plan on mounting it to a wall.",4,2018-06-27 00:00:00.000
"Ben Harrison","A great little projector","Great sound considering the majority of the projector is a speaker, but for real sound quality get speakers. Picture could be a little brighter but no projector out there is bright as a tv. The quality is good but again no projector is going to compete with a tv and have 4K HD quality. Still, overall this is a great little projector to have on the good when you want a big screen to watch in decent quality with pretty good sound for a projector this small. One other thing I really like is whenever you move the projector to a different angle or surface, it automatically adjusts the screen to fill the space so that's pretty convenient without having to move the projector back and forth to get the right size on the surface.",4,2021-01-12 00:00:00.000
"Helen","Worth It","Bought other brands before, but end up getting this one. WiFi connect, and clear. But one thing is when you use the remote, you have to point exactly to the connected spot, otherwise it won’t work. But after all, great product(one thing that really need to pay attention is that IT CAN’T BE CHARGE BY OTHER CABLE BESIDE THE ONE COMES WITH ITSELF, even though they are all type-c…）",4,2020-09-22 00:00:00.000
"Guadalupe","Great for minimalists - but auto-screen adjustment is counterproductive","Pros:compactness and ease of use,Volume is loudOn the fence:Picture quality - especially in the daytime can improveAuto adjusts screen size depending on how close/far you are from a wall*** but this was the downside for me*** the sides of the screen would spill into my doorway or other walls - if it had manual adjustment I would have kept",4,
"Tammy","Small compact","Its 1080P , and you need very dark room to see the projected video,  good thing is you can use your smartphone to control it.",4,2020-03-21 00:00:00.000
"Shadow Mountain Drywall LLC","Nice little Projector-","Speaker volume is medium. Plus side is you can Bluetooth connect to a larger speaker!  My daughter plays it in her room and loves it.  The portability is nice.  The price is a little High!",4,2020-06-27 00:00:00.000
"jinsung choi","it is working but not precisely~~","i used this at my bedroom.  it works at night without any room light.if you use any room light bulb with this projector then the picture is not that clear.also remote coverage is not great so that you have to aim it to projector all the time.....",4,2020-11-06 00:00:00.000
"Patrick Quaid","Read their Privacy Policy. They’re intrusive!","Have you checked out their ‘Privacy Policy’?They can (will?):“Collect and store” information on “your search queries, IP addresses, hardware settings, browser type, browser language, the date and time of your request, referral URL, and certain cookies that identify your browser or Account.”Imbedded web beacons allow their servers certain types of information from your Phone/computer/tablet and to read “when you opened an email message”Their cookies “May contain information about Device (Device is your phone/computer/tablet) , including “user settings, browsing history, and activities conducted while using the Services.”And, if you live in California like me they also “do not commit to honoring ""Do Not Track"" signals in your browser.”Their definition of Content means any “information, text, graphics, written posts, executive files..,” and “other information matetials generated, provided, uploaded, downloaded, appearing or otherwise accessible on or through Nebula”.  So, everything?Their Privacy Policy also contradicts their Terms in places.Their Terms indicate:They’ll collect “the counts of opening certain application”. Not theirs, ‘certain’.They’ll collect information on your phone/computer/tablet such as hardware and software versions and ‘so on’”.  So on?It’s s great product - super cool packaging, great display, solid interface.  But I’m going to return it.  It’s like getting a manicure and them rifling through my purse while they do it.  Ultimately, it doesn’t matter how sparkly my nails turn out...",1,
"Kindle Customer","Great hardware, but software doesn't work.  Do not buy unless you want to project from HDMI source only.","I very rarely write reviews on Amazon, but I feel compelled to write a review for this product because there is relatively little public information online about it.  From an engineering perspective, the device is amazing - it's small and powerful, with good brightness for its size.  And if all you want to do is plug in an HDMI cable and project, you'll be happy.  However, to me, the real promise of this device was that it runs Android and should be able to operate entirely wirelessly via apps or casting, and these functions simply do not work.  Here's the deal:The Nebula Capsule does indeed run Android, but it doesn't have Google Play and most apps that you'd want to use are either not available or do not work.  For example, I was trying to watch the Olympics and the NBC Olympics app wouldn't install because Play Services aren't available.  NBC Sports installs ok but doesn't work because it needs the user to log in via a web browser and the Nebula doesn't have a browser.  The story was pretty much the same for all other apps I tried - they are either unavailable in the limited app store provided by the Nebula, they are available but won't install, or they install but don't work.Now, in theory you shouldn't have to install any apps on the Nebula because you should be able to cast from your smartphone to the Nebula.  However, casting is simply not functional from an Android phone - the Nebula doesn't show up in the casting options.  Nebula support says this is because the App isn't yet verified by Google Play, but I'm skeptical because the Nebula does show up in casting options from an iPhone but the casting is super-flaky.  Over the course of about three weeks with the device, I've tried to cast roughly 50 times.  Roughly 50% of the time it simply doesn't cast, and the app on my iPhone just goes blank while the Nebule is also blank.  The other 50% of the time it casts for a random interval of 1-10 minutes and then fails for no obvious reason.Overall, the hardware on this device is amazing, but the software is simply not ready for prime time.  I'll try buying one again in a few months, maybe.",2,2018-03-03 00:00:00.000
